,#,ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE,lowglucoseflux,highglucoseflux
1489,,r_2798,"MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane","monolysocardiolipin (1-16:1, 2-18:1, 4-16:1)[mm] + phosphatidylcholine (1-18:0, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (18:0)[mm]",2.3.1.23,YPR140W,,,,,pmid/22345606;sbo/SBO:0000176,sce00564  Glycerophospholipid metabolism,,,22345606,3.0,-1000.0,-1000.0
1490,,r_2799,"MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane","monolysocardiolipin (1-16:1, 2-18:1, 4-16:1)[mm] + phosphatidylcholine (1-18:1, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (18:1)[mm]",2.3.1.23,YPR140W,,,,,pmid/22345606;sbo/SBO:0000176,sce00564  Glycerophospholipid metabolism,,,22345606,3.0,-1000.0,-1000.0
1491,,r_2800,"MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane","monolysocardiolipin (1-16:1, 2-18:1, 4-16:1)[mm] + phosphatidylcholine (1-16:0, 2-18:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (16:0)[mm]",2.3.1.23,YPR140W,,,,,pmid/22345606;sbo/SBO:0000176,sce00564  Glycerophospholipid metabolism,,,22345606,3.0,-1000.0,-1000.0
1492,,r_2801,"MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane","monolysocardiolipin (1-16:1, 2-18:1, 4-16:1)[mm] + phosphatidylcholine (1-16:1, 2-18:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (16:1)[mm]",2.3.1.23,YPR140W,,,,,pmid/22345606;sbo/SBO:0000176,sce00564  Glycerophospholipid metabolism,,,22345606,3.0,1000.0,1000.0
1493,,r_2802,"MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane","monolysocardiolipin (1-16:1, 2-18:1, 4-16:1)[mm] + phosphatidylcholine (1-18:0, 2-18:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (18:0)[mm]",2.3.1.23,YPR140W,,,,,pmid/22345606;sbo/SBO:0000176,sce00564  Glycerophospholipid metabolism,,,22345606,3.0,-1000.0,-1000.0
1494,,r_2803,"MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane","monolysocardiolipin (1-16:1, 2-18:1, 4-16:1)[mm] + phosphatidylcholine (1-18:1, 2-18:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (18:1)[mm]",2.3.1.23,YPR140W,,,,,pmid/22345606;sbo/SBO:0000176,sce00564  Glycerophospholipid metabolism,,,22345606,3.0,1000.0,1000.0
1495,,r_2804,"MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane","monolysocardiolipin (1-16:1, 2-18:1, 4-18:1)[mm] + phosphatidylcholine (1-16:0, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1)[mm] + 1-acylglycerophosphocholine (16:0)[mm]",2.3.1.23,YPR140W,,,,,pmid/22345606;sbo/SBO:0000176,sce00564  Glycerophospholipid metabolism,,,22345606,3.0,-1000.0,-1000.0
1496,,r_2805,"MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane","monolysocardiolipin (1-16:1, 2-18:1, 4-18:1)[mm] + phosphatidylcholine (1-16:1, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1)[mm] + 1-acylglycerophosphocholine (16:1)[mm]",2.3.1.23,YPR140W,,,,,pmid/22345606;sbo/SBO:0000176,sce00564  Glycerophospholipid metabolism,,,22345606,3.0,1000.0,1000.0
1497,,r_2806,"MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane","monolysocardiolipin (1-16:1, 2-18:1, 4-18:1)[mm] + phosphatidylcholine (1-18:0, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1)[mm] + 1-acylglycerophosphocholine (18:0)[mm]",2.3.1.23,YPR140W,,,,,pmid/22345606;sbo/SBO:0000176,sce00564  Glycerophospholipid metabolism,,,22345606,3.0,-1000.0,-1000.0
1498,,r_2807,"MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane","monolysocardiolipin (1-16:1, 2-18:1, 4-18:1)[mm] + phosphatidylcholine (1-18:1, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1)[mm] + 1-acylglycerophosphocholine (18:1)[mm]",2.3.1.23,YPR140W,,,,,pmid/22345606;sbo/SBO:0000176,sce00564  Glycerophospholipid metabolism,,,22345606,3.0,1000.0,1000.0
1499,,r_2808,"MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane","monolysocardiolipin (1-16:1, 2-18:1, 4-18:1)[mm] + phosphatidylcholine (1-16:0, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (16:0)[mm] + cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-18:1)[mm]",2.3.1.23,YPR140W,,,,,pmid/22345606;sbo/SBO:0000176,sce00564  Glycerophospholipid metabolism,,,22345606,3.0,1000.0,1000.0
1500,,r_2809,"MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane","monolysocardiolipin (1-16:1, 2-18:1, 4-18:1)[mm] + phosphatidylcholine (1-16:1, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (16:1)[mm] + cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-18:1)[mm]",2.3.1.23,YPR140W,,,,,pmid/22345606;sbo/SBO:0000176,sce00564  Glycerophospholipid metabolism,,,22345606,3.0,1000.0,1000.0
1501,,r_2810,"MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane","monolysocardiolipin (1-16:1, 2-18:1, 4-18:1)[mm] + phosphatidylcholine (1-18:0, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (18:0)[mm] + cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-18:1)[mm]",2.3.1.23,YPR140W,,,,,pmid/22345606;sbo/SBO:0000176,sce00564  Glycerophospholipid metabolism,,,22345606,3.0,-1000.0,-1000.0
1502,,r_2811,"MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane","monolysocardiolipin (1-16:1, 2-18:1, 4-18:1)[mm] + phosphatidylcholine (1-18:1, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (18:1)[mm] + cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-18:1)[mm]",2.3.1.23,YPR140W,,,,,pmid/22345606;sbo/SBO:0000176,sce00564  Glycerophospholipid metabolism,,,22345606,3.0,-1000.0,-1000.0
1503,,r_2820,"phosphatidylinositol 4-kinase (1-16:0, 2-16:1), cell envelope","ATP[ce] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[ce] => H+[ce] + ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)[ce]",2.7.1.67,YJL100W or YLR305C,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04011  MAPK signaling pathway - yeast;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1504,,r_2821,"phosphatidylinositol 4-kinase (1-16:1, 2-16:1), cell envelope","ATP[ce] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[ce] => H+[ce] + ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)[ce]",2.7.1.67,YJL100W or YLR305C,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04011  MAPK signaling pathway - yeast;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1505,,r_2822,"phosphatidylinositol 4-kinase (1-18:0, 2-16:1), cell envelope","ATP[ce] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[ce] => H+[ce] + ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)[ce]",2.7.1.67,YJL100W or YLR305C,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04011  MAPK signaling pathway - yeast;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1506,,r_2823,"phosphatidylinositol 4-kinase (1-18:1, 2-16:1), cell envelope","ATP[ce] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[ce] => H+[ce] + ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[ce]",2.7.1.67,YJL100W or YLR305C,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04011  MAPK signaling pathway - yeast;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1507,,r_2824,"phosphatidylinositol 4-kinase (1-16:0, 2-18:1), cell envelope","ATP[ce] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[ce] => H+[ce] + ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[ce]",2.7.1.67,YJL100W or YLR305C,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04011  MAPK signaling pathway - yeast;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1508,,r_2825,"phosphatidylinositol 4-kinase (1-16:1, 2-18:1), cell envelope","ATP[ce] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[ce] => H+[ce] + ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[ce]",2.7.1.67,YJL100W or YLR305C,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04011  MAPK signaling pathway - yeast;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1509,,r_2826,"phosphatidylinositol 4-kinase (1-18:0, 2-18:1), cell envelope","ATP[ce] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[ce] => H+[ce] + ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[ce]",2.7.1.67,YJL100W or YLR305C,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04011  MAPK signaling pathway - yeast;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1510,,r_2827,"phosphatidylinositol 4-kinase (1-18:1, 2-18:1), cell envelope","ATP[ce] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[ce] => H+[ce] + ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[ce]",2.7.1.67,YJL100W or YLR305C,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04011  MAPK signaling pathway - yeast;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1511,,r_2828,"phosphatidylinositol 4-kinase (1-16:0, 2-16:1), vacuolar membrane","1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[vm] + ATP[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)[vm]",2.7.1.67,YJL100W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1512,,r_2829,"phosphatidylinositol 4-kinase (1-16:1, 2-16:1), vacuolar membrane","ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)[vm]",2.7.1.67,YJL100W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1513,,r_2830,"phosphatidylinositol 4-kinase (1-18:0, 2-16:1), vacuolar membrane","ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)[vm]",2.7.1.67,YJL100W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1514,,r_2831,"phosphatidylinositol 4-kinase (1-18:1, 2-16:1), vacuolar membrane","ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[vm]",2.7.1.67,YJL100W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1515,,r_2832,"phosphatidylinositol 4-kinase (1-16:0, 2-18:1), vacuolar membrane","ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[vm]",2.7.1.67,YJL100W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1516,,r_2833,"phosphatidylinositol 4-kinase (1-16:1, 2-18:1), vacuolar membrane","ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[vm]",2.7.1.67,YJL100W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1517,,r_2834,"phosphatidylinositol 4-kinase (1-18:0, 2-18:1), vacuolar membrane","ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[vm]",2.7.1.67,YJL100W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1518,,r_2835,"phosphatidylinositol 4-kinase (1-18:1, 2-18:1), vacuolar membrane","ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[vm]",2.7.1.67,YJL100W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1519,,r_2836,"phosphatidylinositol 4-kinase (1-16:0, 2-16:1), Golgi membrane","1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[gm] + ATP[gm] => H+[gm] + ADP[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)[gm]",2.7.1.67,YDR373W and YNL267W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1520,,r_2837,"phosphatidylinositol 4-kinase (1-16:1, 2-16:1), Golgi membrane","ATP[gm] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[gm] => H+[gm] + ADP[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)[gm]",2.7.1.67,YDR373W and YNL267W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1521,,r_2838,"phosphatidylinositol 4-kinase (1-18:0, 2-16:1), Golgi membrane","ATP[gm] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[gm] => H+[gm] + ADP[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)[gm]",2.7.1.67,YDR373W and YNL267W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1522,,r_2839,"phosphatidylinositol 4-kinase (1-18:1, 2-16:1), Golgi membrane","ATP[gm] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[gm] => H+[gm] + ADP[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[gm]",2.7.1.67,YDR373W and YNL267W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1523,,r_2840,"phosphatidylinositol 4-kinase (1-16:0, 2-18:1), Golgi membrane","ATP[gm] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[gm] => H+[gm] + ADP[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[gm]",2.7.1.67,YDR373W and YNL267W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1524,,r_2841,"phosphatidylinositol 4-kinase (1-16:1, 2-18:1), Golgi membrane","ATP[gm] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[gm] => H+[gm] + ADP[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[gm]",2.7.1.67,YDR373W and YNL267W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1525,,r_2842,"phosphatidylinositol 4-kinase (1-18:0, 2-18:1), Golgi membrane","ATP[gm] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[gm] => H+[gm] + ADP[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[gm]",2.7.1.67,YDR373W and YNL267W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1526,,r_2843,"phosphatidylinositol 4-kinase (1-18:1, 2-18:1), Golgi membrane","ATP[gm] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[gm] => H+[gm] + ADP[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[gm]",2.7.1.67,YDR373W and YNL267W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1527,,r_2844,"phosphatidylinositol 4-kinase (1-16:0, 2-16:1), nucleus","ATP[n] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)[n]",2.7.1.67,YNL267W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1528,,r_2845,"phosphatidylinositol 4-kinase (1-16:1, 2-16:1), nucleus","ATP[n] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)[n]",2.7.1.67,YNL267W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1529,,r_2846,"phosphatidylinositol 4-kinase (1-18:0, 2-16:1), nucleus","ATP[n] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)[n]",2.7.1.67,YNL267W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1530,,r_2847,"phosphatidylinositol 4-kinase (1-18:1, 2-16:1), nucleus","ATP[n] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[n]",2.7.1.67,YNL267W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1531,,r_2848,"phosphatidylinositol 4-kinase (1-16:0, 2-18:1), nucleus","ATP[n] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[n]",2.7.1.67,YNL267W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1532,,r_2849,"phosphatidylinositol 4-kinase (1-16:1, 2-18:1), nucleus","ATP[n] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[n]",2.7.1.67,YNL267W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1533,,r_2850,"phosphatidylinositol 4-kinase (1-18:0, 2-18:1), nucleus","ATP[n] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[n]",2.7.1.67,YNL267W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1534,,r_2851,"phosphatidylinositol 4-kinase (1-18:1, 2-18:1), nucleus","ATP[n] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[n]",2.7.1.67,YNL267W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,,,22345606,3.0,0.0,0.0
1535,,r_2852,"phosphatidylinositol 3-kinase (1-16:0, 2-16:1), vacuolar membrane","1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[vm] + ATP[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)[vm]",2.7.1.137; 2.7.11.1,YBR097W and YLR240W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04136  Autophagy - other;sce04138  Autophagy - yeast;sce04145  Phagosome,,,22345606,3.0,0.0,0.0
1536,,r_2853,"phosphatidylinositol 3-kinase (1-16:1, 2-16:1), vacuolar membrane","ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)[vm]",2.7.1.137; 2.7.11.1,YBR097W and YLR240W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04136  Autophagy - other;sce04138  Autophagy - yeast;sce04145  Phagosome,,,22345606,3.0,0.0,0.0
1537,,r_2854,"phosphatidylinositol 3-kinase (1-18:0, 2-16:1), vacuolar membrane","ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)[vm]",2.7.1.137; 2.7.11.1,YBR097W and YLR240W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04136  Autophagy - other;sce04138  Autophagy - yeast;sce04145  Phagosome,,,22345606,3.0,0.0,0.0
1538,,r_2855,"phosphatidylinositol 3-kinase (1-18:1, 2-16:1), vacuolar membrane","ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)[vm]",2.7.1.137; 2.7.11.1,YBR097W and YLR240W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04136  Autophagy - other;sce04138  Autophagy - yeast;sce04145  Phagosome,,,22345606,3.0,0.0,0.0
1539,,r_2856,"phosphatidylinositol 3-kinase (1-16:0, 2-18:1), vacuolar membrane","ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)[vm]",2.7.1.137; 2.7.11.1,YBR097W and YLR240W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04136  Autophagy - other;sce04138  Autophagy - yeast;sce04145  Phagosome,,,22345606,3.0,0.0,0.0
1540,,r_2857,"phosphatidylinositol 3-kinase (1-16:1, 2-18:1), vacuolar membrane","ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)[vm]",2.7.1.137; 2.7.11.1,YBR097W and YLR240W,,,,,pmid/22345606;sbo/SBO:0000176,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04136  Autophagy - other;sce04138  Autophagy - yeast;sce04145  Phagosome,,,22345606,3.0,0.0,0.0
