"","Chr","Start","End","Strand","Length","wt00_sorted.bam","wt02_sorted.bam","wt05_sorted.bam","wt10_sorted.bam","wt15_sorted.bam","wt20_sorted.bam","wt30_sorted.bam","wt45_sorted.bam"
"YNL283C","XIV","105184","106695","-",1512,202,200,184,420,372,399,532,632
"YNL282W","XIV","107687","108274","+",588,16,14,62,105,72,92,113,75
"YNL281W","XIV","108467","108928","+",462,245,211,358,519,455,586,723,667
"YNL280C","XIV","109095","110411","-",1317,273,242,333,411,389,508,653,724
"YNL279W","XIV","110917","112902","+",1986,12,12,14,15,16,16,30,18
"YNL278W","XIV","113271","116453","+",3183,169,114,1040,222,186,205,282,249
"YNL277W-A","XIV","116679","116867","+",189,13,4,23,22,12,7,4,2
"YNL277W","XIV","117349","118809","+",1461,373,354,1501,3567,1236,60,25,33
"YNL276C","XIV","118431","118826","-",396,12,9,5,3,2,5,9,6
"YNL275W","XIV","119268","120998","+",1731,115,95,208,145,150,151,158,129
"YNL274C","XIV","121118","122170","-",1053,2093,1938,1554,851,339,229,97,122
"YNL273W","XIV","122883","126599","+",3717,82,60,83,317,486,547,626,448
"YNL272C","XIV","126805","129084","-",2280,629,575,504,636,613,594,748,731
"YNL271C","XIV","129522","135383","-",5862,1485,1451,1275,1449,1113,1159,1412,1317
"YNL270C","XIV","135940","137661","-",1722,46,36,32,13,6,10,17,33
"YNL269W","XIV","137699","138094","+",396,11,8,7,3,2,1,0,1
"YNL268W","XIV","138550","140385","+",1836,1454,1239,1591,921,654,868,1147,1188
"YNL267W","XIV","140878","144078","+",3201,1228,1138,1044,979,776,802,875,760
"YNL266W","XIV","144245","144664","+",420,17,13,6,8,12,7,8,10
"YNL265C","XIV;XIV","144280;145255","145149;145281","-;-",897,823,864,653,443,365,286,298,344
"YNL264C","XIV","145563","146615","-",1053,226,206,342,308,264,301,401,370
"YNL263C","XIV","146896","147840","-",945,336,337,314,370,448,425,502,422
"YNL262W","XIV","148212","154880","+",6669,306,296,275,614,1110,1303,1648,1489
"YNL261W","XIV","155100","156539","+",1440,120,152,327,491,358,313,370,380
"YNL260C","XIV","156859","157455","-",597,119,108,196,217,154,127,169,146
"YNL259C","XIV","157644","157865","-",222,146,129,212,250,241,251,304,297
"YNL258C","XIV","158109","160373","-",2265,1054,1013,865,765,727,650,722,662
"YNL257C","XIV","160631","164320","-",3690,1188,1041,952,1397,1026,925,1019,1061
"YNL256W","XIV","164623","167097","+",2475,75,64,343,1250,1305,1381,1567,846
"YNL255C","XIV","167329","167790","-",462,309,315,669,1150,1190,1499,2089,1930
"YNL254C","XIV","168043","169248","-",1206,83,58,107,145,131,133,199,233
"YNL253W","XIV","170018","171286","+",1269,361,364,308,315,247,221,266,230
"YNL252C","XIV","171441","172286","-",846,726,617,422,279,260,269,225,214
"YNL251C","XIV","172588","174315","-",1728,716,485,514,432,500,519,840,657
"YNL250W","XIV","175410","179348","+",3939,427,429,482,560,421,417,380,303
"YNL249C","XIV","179394","181022","-",1629,148,118,161,186,135,120,124,80
"YNL248C","XIV","181361","182608","-",1248,13,12,459,1284,1349,1649,1880,938
"YNL247W","XIV","182875","185178","+",2304,164,148,603,1775,2094,2681,3617,2885
"YNL246W","XIV;XIV","185460;185587","185491;186349","+;+",795,204,187,200,256,258,296,452,475
"YNL245C","XIV","186346","186885","-",540,104,110,162,125,115,134,132,69
"YNL244C","XIV","187170","187496","-",327,390,426,828,1286,1257,1477,2124,2040
"YNL243W","XIV","188051","190957","+",2907,1354,1203,1395,1552,1357,1395,1570,1679
"YNL242W","XIV","191324","196102","+",4779,1109,1034,591,203,141,118,132,218
"YNL241C","XIV","196426","197943","-",1518,6010,5727,3959,2908,1717,924,485,534
"YNL240C","XIV","198502","199977","-",1476,359,332,222,193,128,171,184,93
"YNL239W","XIV","200569","201933","+",1365,2926,2843,2729,2058,1503,1327,1336,938
"YNL238W","XIV","202428","204872","+",2445,443,434,559,743,744,935,1174,902
"YNL237W","XIV","205188","206567","+",1380,461,396,288,131,50,32,28,55
"YNL236W","XIV","206930","209854","+",2925,338,305,503,640,483,480,583,521
"YNL234W","XIV","210233","211513","+",1281,150,123,160,180,174,181,121,108
"YNL233W","XIV","211922","214600","+",2679,388,389,385,691,717,712,762,576
"YNL232W","XIV","214923","215801","+",879,126,125,354,433,352,426,488,291
"YNL231C","XIV","215987","217042","-",1056,126,170,522,1122,1099,1032,1040,891
"YNL230C","XIV","217523","218662","-",1140,182,185,239,160,134,114,151,113
"YNL229C","XIV","219137","220201","-",1065,718,625,761,803,623,578,708,553
"YNL228W","XIV","220645","221421","+",777,2,0,2,2,0,2,6,0
"YNL227C","XIV","220659","222431","-",1773,114,119,347,663,600,812,920,574
"YNL225C","XIV","222724","224469","-",1746,265,244,260,419,395,350,370,369
"YNL224C","XIV","224796","227099","-",2304,652,600,744,748,677,679,718,511
"YNL223W","XIV","227370","228854","+",1485,560,409,299,213,112,111,124,126
"YNL222W","XIV","229094","229714","+",621,100,93,125,167,153,143,195,183
"snR19","XIV","230105","230672","-",568,44,53,36,24,10,13,7,24
"YNL221C","XIV","231068","233695","-",2628,282,274,1024,2218,1604,942,791,614
"YNL220W","XIV","234413","235714","+",1302,1770,1732,3228,6420,6880,6369,3507,965
"YNL219C","XIV","235996","237663","-",1668,598,631,589,574,523,588,708,662
"YNL218W","XIV","238238","240001","+",1764,83,75,144,180,215,221,284,219
"YNL217W","XIV","240331","241311","+",981,226,187,696,894,700,819,1434,1090
"YNL216W","XIV","241689","244172","+",2484,336,290,378,609,750,931,916,782
"YNL215W","XIV","244468","245430","+",963,1290,1269,1082,571,447,437,548,463
"YNL214W","XIV","245617","246216","+",600,289,268,123,100,63,56,79,90
"YNL213C","XIV","246460","247104","-",645,183,174,278,247,239,203,195,131
"YNL212W","XIV","247461","249809","+",2349,842,760,741,927,741,692,754,676
"YNL211C","XIV","250055","250315","-",261,63,69,54,57,34,43,42,32
"YNL209W","XIV","252059","253900","+",1842,121,156,2048,4319,5304,8062,14577,15031
"YNL208W","XIV","254418","255017","+",600,5465,5297,5354,4190,3192,2970,3038,2056
"YNL207W","XIV","255353","256630","+",1278,55,61,241,678,683,756,925,478
"YNL206C","XIV","256788","258155","-",1368,352,378,406,556,667,655,775,627
"YNL204C","XIV","258375","259277","-",903,51,29,24,10,16,27,56,54
"YNL203C","XIV","259439","260050","-",612,22,23,12,8,10,14,22,23
"YNL202W","XIV","259578","260456","+",879,723,677,501,228,101,57,26,34
"YNL201C","XIV","260627","263203","-",2577,402,400,826,607,729,815,685,513
"YNL200C","XIV","263713","264453","-",741,1592,1460,1128,632,284,181,134,205
"YNL199C","XIV","264926","266530","-",1605,581,450,521,531,436,466,557,481
"YNL198C","XIV","266514","266816","-",303,1,1,3,3,2,4,4,4
"YNL197C","XIV","267608","269593","-",1986,696,554,611,536,583,642,726,735
"YNL196C","XIV","270275","271171","-",897,105,118,67,11,5,2,1,1
"YNL195C","XIV","271523","272308","-",786,5600,4926,2931,906,212,79,6,8
"YNL194C","XIV","272710","273615","-",906,4343,3253,1556,275,32,13,4,11
"YNL193W","XIV","274368","276044","+",1677,311,270,340,222,214,254,334,326
"YNL192W","XIV","276502","279897","+",3396,780,682,2221,2192,1415,1486,1536,1271
"YNL191W","XIV","280432","281505","+",1074,172,160,908,3068,1305,266,115,95
"YNL190W","XIV","282395","283009","+",615,1017,1004,1844,1781,1473,1666,1824,1957
"YNL189W","XIV","284260","285888","+",1629,1752,1703,1903,1961,1756,1948,2326,1818
"YNL188W","XIV","286308","287609","+",1302,149,142,283,344,343,351,422,383
"YNL187W","XIV","287994","289067","+",1074,102,104,155,125,88,90,93,98
"YNL186W","XIV","289498","291876","+",2379,602,707,1386,1411,1190,1458,1697,1200
"YNL185C","XIV","292193","292669","-",477,271,242,172,134,135,140,129,122
"YNL183C","XIV","293137","295509","-",2373,875,710,806,691,513,447,389,356
"YNL182C","XIV","295960","297627","-",1668,25,28,331,686,705,893,1028,453
"YNL181W","XIV","298335","299558","+",1224,503,447,505,425,434,491,598,436
"YNL180C","XIV","299654","300649","-",996,1008,979,2268,1174,533,585,765,846
"YNL179C","XIV","300666","301103","-",438,37,46,74,52,25,35,37,39
"YNL178W","XIV","302680","303402","+",723,242,226,776,2556,3876,5839,11547,14887
"YNL177C","XIV","303686","304615","-",930,1029,1073,752,568,434,375,371,430
"YNL176C","XIV","305070","306980","-",1911,626,637,606,610,468,517,616,542
"YNL175C","XIV","307401","308612","-",1212,8,17,207,782,1059,1631,2159,1177
"YNL174W","XIV","308074","308646","+",573,0,0,1,2,4,5,5,2
"YNL173C","XIV","308957","310057","-",1101,4866,4580,3255,1136,481,295,325,421
"YNL172W","XIV","310636","315882","+",5247,393,356,254,568,452,452,412,477
"YNL171C","XIV","315629","315997","-",369,1,0,1,3,2,2,0,7
"YNL170W","XIV","315978","316373","+",396,31,26,33,60,50,50,56,31
"YNL169C","XIV","316169","317671","-",1503,526,450,509,1452,1363,1411,1609,1325
"YNL168C","XIV","318030","318809","-",780,510,507,479,444,339,334,360,277
"YNL167C","XIV","319416","321359","-",1944,1009,845,677,477,335,322,437,450
"YNL166C","XIV","322219","323565","-",1347,122,134,250,543,776,930,1066,888
"YNL165W","XIV","323832","325052","+",1221,151,142,152,145,156,165,208,126
"YNL164C","XIV","325265","326320","-",1056,41,52,189,219,203,195,249,155
"YNL163C","XIV","326741","330073","-",3333,208,187,481,889,832,1072,1234,819
"YNL162W-A","XIV","330329","330547","+",219,0,2,18,40,28,69,55,19
"YNL162W","XIV;XIV","331322;331838","331325;332154","+;+",321,80,103,346,977,1284,1964,3770,4703
"YNL161W","XIV","332597","334867","+",2271,584,538,619,676,572,578,704,664
"YNL160W","XIV","336545","337609","+",1065,5695,5569,7482,5168,2184,1181,298,629
"YNL159C","XIV","338478","339347","-",870,609,486,490,254,186,148,194,185
"YNL158W","XIV","339612","340208","+",597,162,155,219,245,180,151,207,159
"YNL157W","XIV","340352","340858","+",507,1006,1128,979,689,410,368,428,483
"YNL156C","XIV","341069","341968","-",900,1434,1379,1202,895,657,527,424,453
"YNL155W","XIV","342516","343340","+",825,765,772,605,505,408,350,377,397
"YNL154C","XIV","343636","345276","-",1641,861,751,799,952,900,1100,1510,1312
"YNL153C","XIV","345669","346058","-",390,187,187,240,303,312,371,454,408
"YNL152W","XIV","346313","347542","+",1230,209,204,212,173,151,188,204,189
"YNL151C","XIV","347766","348521","-",756,32,38,127,322,401,598,892,545
"YNL150W","XIV","349251","349658","+",408,1,3,5,4,0,3,4,2
"YNL149C","XIV","349367","349756","-",390,256,273,320,339,342,382,660,577
"YNL148C","XIV","349907","350671","-",765,76,59,81,85,67,73,97,88
"YNL147W","XIV;XIV","350940;351054","350957;351383","+;+",348,341,323,344,367,367,379,378,369
"YNL146C-A","XIV","351386","351580","-",195,21,11,18,41,28,28,12,16
"YNL146W","XIV","351715","352017","+",303,48,42,58,55,26,17,19,15
"YNL145W","XIV","352414","352530","+",117,309,328,423,663,754,914,1073,1022
"YNL144C","XIV","352820","355042","-",2223,1614,954,154,7,14,9,12,48
"YNL143C","XIV","356794","357186","-",393,12,8,12,11,10,3,4,5
"YNL142W","XIV","357453","358952","+",1500,86,93,1418,1906,643,249,146,131
"YNL141W","XIV","359596","360639","+",1044,6,14,172,479,663,1127,1532,448
"YNL140C","XIV","360917","361486","-",570,0,1,1,1,0,1,6,3
"YNL139C","XIV","360924","365717","-",4794,689,694,700,719,543,683,634,615
"YNL138W-A","XIV;XIV","366033;366158","366035;366412","+;+",258,72,66,67,55,54,51,72,76
"YNL138W","XIV","366741","368321","+",1581,2251,2030,1997,1738,1513,1617,1847,1993
"YNL137C","XIV","368595","370055","-",1461,1376,1115,612,463,428,428,499,430
"YNL136W","XIV","370368","371645","+",1278,1005,1050,1201,756,580,533,588,551
"YNL135C","XIV","371882","372226","-",345,3107,3041,2968,2337,1834,1971,2278,2201
"YNL134C","XIV","372451","373581","-",1131,4269,4412,4556,3228,1706,1230,608,494
"YNL133C","XIV","374171","374692","-",522,209,221,267,199,154,131,129,110
"YNL132W","XIV","375321","378491","+",3171,6,5,302,1083,1247,2028,2671,1303
"YNL131W","XIV","378767","379225","+",459,1545,1454,1275,956,822,952,1169,1022
"YNL130C","XIV;XIV","379558;380782","380689;380831","-;-",1182,344,379,421,868,1134,1249,1670,1741
"YNL129W","XIV","381480","382202","+",723,42,61,92,333,377,410,385,299
"YNL128W","XIV","382359","383663","+",1305,34,20,29,35,31,45,48,38
"YNL127W","XIV","383987","386848","+",2862,997,882,677,568,400,389,463,357
"YNL126W","XIV","387227","389767","+",2541,164,112,141,228,370,487,618,544
"YNL125C","XIV","390146","392167","-",2022,1904,1514,1050,334,152,114,132,167
"YNL124W","XIV","392892","394370","+",1479,74,58,227,240,307,439,396,160
"YNL123W","XIV","394685","397678","+",2994,82,73,454,993,1162,1508,1589,1012
"YNL122C","XIV","398023","398370","-",348,264,256,145,143,105,96,77,78
"YNL121C","XIV","398684","400537","-",1854,1886,1737,1495,1413,1288,1591,1961,1593
"YNL119W","XIV","401040","402521","+",1482,22,17,195,366,364,454,530,258
"YNL118C","XIV","402652","405564","-",2913,1843,1834,1804,1569,1220,1322,1534,1411
"YNL117W","XIV","406358","408022","+",1665,311,615,507,278,114,66,8,6
"YNL116W","XIV","408341","409909","+",1569,253,229,330,358,286,337,368,280
"YNL115C","XIV","410119","412053","-",1935,2536,2421,2030,1141,613,427,300,445
"YNL114C","XIV","412684","413055","-",372,0,1,5,16,13,15,23,7
"YNL113W","XIV","412771","413199","+",429,19,28,316,670,725,892,907,512
"YNL112W","XIV;XIV","413639;415914","414911;416281","+;+",1641,20,27,157,187,406,1293,3157,1413
"YNL111C","XIV","416940","417302","-",363,21,20,63,142,168,250,391,313
"YNL110C","XIV","417826","418488","-",663,26,49,500,1033,1019,1307,1390,705
"YNL109W","XIV","418964","419509","+",546,7,6,6,3,1,5,3,5
"YNL108C","XIV","419014","419826","-",813,79,88,200,232,241,294,387,236
"YNL107W","XIV","420098","420778","+",681,110,110,174,178,145,150,187,140
"YNL106C","XIV","420944","424495","-",3552,371,331,243,151,150,161,174,249
"YNL104C","XIV","424895","426754","-",1860,2878,2807,3319,2849,2062,1968,2384,1710
"YNL103W","XIV","427735","429753","+",2019,899,723,1048,1026,816,753,808,673
"YNL102W","XIV","430087","434493","+",4407,95,80,90,606,1133,1413,1660,1123
"YNL101W","XIV","434999","437140","+",2142,995,1050,1130,1083,910,757,807,710
"YNL100W","XIV","437613","438317","+",705,1465,1425,613,274,173,174,169,181
"YNL099C","XIV","438567","439283","-",717,205,192,259,313,307,409,550,415
"YNL098C","XIV","439602","440570","-",969,2544,2496,1802,1406,982,871,993,1542
"YNL097C-B","XIV","440797","440919","-",123,2,1,1,3,3,5,5,5
"YNL097C","XIV","441366","442358","-",993,587,591,347,275,217,208,279,275
"YNL096C","XIV;XIV","443398;444172","443826;444315","-;-",573,225,225,476,1201,1459,2315,3685,3683
"YNL095C","XIV","444912","446840","-",1929,45,37,88,130,143,206,257,119
"YNL094W","XIV","447611","449374","+",1764,756,709,863,763,600,580,520,489
"YNL093W","XIV","449868","450530","+",663,256,286,284,84,27,16,5,10
"YNL092W","XIV","450871","452073","+",1203,191,192,155,86,43,31,16,30
"YNL091W","XIV","452408","456130","+",3723,2796,2734,2959,1996,1282,1438,1698,1615
"YNL090W","XIV","456565","457143","+",579,119,127,186,427,497,478,517,450
"YNL088W","XIV","457704","461990","+",4287,1062,995,935,1138,1396,1916,2997,2416
"YNL087W","XIV","462411","465947","+",3537,480,488,540,1327,1753,2594,3715,2960
"YNL086W","XIV","466334","466642","+",309,94,86,81,63,42,57,50,45
"YNL085W","XIV","467131","469623","+",2493,1208,1083,1212,1682,1656,2033,2501,2446
"YNL084C","XIV","470053","471102","-",1050,1549,1556,1328,1231,921,887,883,851
"YNL083W","XIV","471377","472861","+",1485,316,264,254,233,164,199,186,153
"YNL082W","XIV","473391","476012","+",2622,205,170,214,460,613,516,582,473
"YNL081C","XIV","476188","476619","-",432,489,502,333,305,235,193,228,216
"YNL080C","XIV","476932","478032","-",1101,230,184,270,389,290,225,251,220
"YNL079C","XIV","478566","479165","-",600,4929,4864,4311,3558,3056,2876,3455,3625
"YNL078W","XIV","479768","480991","+",1224,638,628,444,460,335,338,460,372
"YNL077W","XIV","481391","482977","+",1587,939,835,222,85,93,108,145,122
"YNL076W","XIV","483556","485310","+",1755,599,579,623,512,409,389,481,376
"YNL075W","XIV","485607","486479","+",873,13,21,265,533,536,697,841,378
"YNL074C","XIV","486766","488124","-",1359,851,754,772,518,369,357,443,406
"YNL073W","XIV","488386","490116","+",1731,937,739,434,244,190,179,236,217
"YNL072W","XIV","490317","491240","+",924,33,37,28,97,113,109,163,114
"YNL071W","XIV","491523","492971","+",1449,2923,2756,2616,2021,1502,1553,1880,2037
"YNL070W","XIV","493366","493548","+",183,313,325,329,348,303,341,342,274
"YNL069C","XIV;XIV","493956;494974","494524;495001","-;-",597,126,138,432,1567,2121,3446,6935,8766
"YNL068C","XIV","495701","498289","-",2589,186,165,409,467,377,487,719,612
"YNL067W","XIV","499681","500256","+",576,253,253,647,1507,1892,2459,4382,4533
"YNL066W","XIV","501515","502777","+",1263,578,467,556,1189,1024,1102,1495,1358
"YNL065W","XIV","503724","505484","+",1761,28,94,496,784,1282,1048,384,202
"YNL064C","XIV","505868","507097","-",1230,294,291,731,1261,2067,3180,4395,3029
"YNL063W","XIV","507758","508702","+",945,263,212,201,115,118,111,110,107
"YNL062C","XIV","508776","510212","-",1437,21,26,210,515,593,853,1002,486
"YNL061W","XIV","510540","512396","+",1857,21,26,729,1457,1384,1919,2224,1085
"YNL059C","XIV","512668","514935","-",2268,1020,948,1172,1223,1107,1102,1194,1013
"YNL058C","XIV","515763","516713","-",951,244,200,192,392,443,527,598,340
"YNL057W","XIV","516403","516735","+",333,9,6,9,5,6,2,8,10
"YNL056W","XIV","517249","517842","+",594,221,217,260,373,307,335,406,304
"YNL055C","XIV","517994","518845","-",852,7000,6891,6272,4524,3027,2634,2449,2383
"tD(GUC)N","XIV","519099","519169","-",71,0,2,3,3,1,1,4,3
"YNL054W-B","XIV","519456","524706","+",5251,1831,1719,1732,1805,1788,2103,2273,2090
"YNL054W","XIV","526086","529583","+",3498,581,523,627,661,554,516,597,472
"YNL053W","XIV","529942","531411","+",1470,91,86,183,304,239,258,271,228
"YNL052W","XIV","531725","532186","+",462,1196,1207,972,648,332,247,228,374
"YNL051W","XIV","532659","533870","+",1212,540,523,380,325,247,211,238,247
"YNL050C","XIV;XIV","534079;534966","534874;534982","-;-",813,169,177,322,352,263,350,359,279
