Compound,Pathways of compound,ChEBI,Molecular-Weight,KEGG,Object ID
THREO-3-HYDROXY-L-ASPARTATE,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57251'>57251</a>,148.095,,THREO-3-HYDROXY-L-ASPARTATE
ACETYL-GLU,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // ARGSYNBSUB-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:44337'>44337</a>,187.152,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00624'>C00624</a>,ACETYL-GLU
CPD-13610,SPHINGOLIPID-SYN-PWY // PWY-6348 // PWY-6952-1,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:65073'>65073</a>,328.557,,CPD-13610
CPD-18532,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,,224.216,,CPD-18532
DEHYDROSPHINGANINE,SPHINGOLIPID-SYN-PWY // PWY-6348 // PWY-6952-1,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58299'>58299</a>,300.504,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02934'>C02934</a>,DEHYDROSPHINGANINE
3-HYDROXY-L-KYNURENINE,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY-5651 // NADSYN-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58125'>58125</a>,224.216d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03227'>C03227</a>,3-HYDROXY-L-KYNURENINE
PHTYOSPHINGOSINE-1-P,PWY-7119,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:64795'>64795</a>,396.483,,PHTYOSPHINGOSINE-1-P
4-HYDROXY-L-PROLINE,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58375'>58375</a>,131.131,,4-HYDROXY-L-PROLINE
MG+2,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18420'>18420</a>,24.305,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00305'>C00305</a>,MG+2
CU+2,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29036'>29036</a>,63.546,,CU+2
ETHYLENE-CMPD,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18153'>18153</a>,28.054,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06547'>C06547</a>,ETHYLENE-CMPD
CPD-14916,YEAST-FAO-PWY // PWY-7288 // PWY3O-6499 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:74279'>74279</a>,905.7,,CPD-14916
CA+2,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29108'>29108</a>,40.08,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00076'>C00076</a>,CA+2
CPD-15658,YEAST-FAO-PWY // PWY-7288 // PWY3O-6499 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY // PWY-7339 // PWY-7338 // PWY-7337,,919.727,,CPD-15658
MN+2,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29035'>29035</a>,54.938,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19610'>C19610</a>,MN+2
CD+2,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:48775'>48775</a>,112.4,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01413'>C01413</a>,CD+2
NI+2,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:49786'>49786</a>,58.7,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19609'>C19609</a>,NI+2
NADP,PWY-5651 // NADSYN-PWY // PWY3O-19 // PWY-7230 // PWY-7235 // PWY-6837 // PWY-7307 // PWY-7337 // PWY-7338 // PWY-7233 // PWY-5670 // PWY-723 // PWY3O-6 // PWY-5667 // PWY4FS-8 // PWY-6536 // PWY-5760 // ARG-PRO-PWY // PWY-1801 // PWY-1801-YEAST // PWY-5516 // PWY3O-355 // PWY-5994 // GLUGLNSYN-PWY // PWY-6963 // PWY3O-6407 // PWY-7910 // PWY-7411 // PWY-6614 // PWY-6612 // FOLSYN-PWY // PWY66-385 // PWY-2201 // PWY-1722 // PWY3O-697 // PWY-6129 // VALSYN-PWY // PWY-5458 // PWY-7282 // PWY-7036 // PWY-5768 // OXIDATIVEPENT-PWY // PENTOSE-P-PWY // SPHINGOLIPID-SYN-PWY // ILEUSYN-PWY // BRANCHED-CHAIN-AA-SYN-PWY // PWY-7269 // PWY-7269-YEAST // PWY3O-592 // PWY-4081 // ARGSYNBSUB-PWY // LYSINE-AMINOAD-PWY // PWY-6074 // THIOREDOX-PWY // PWY-7388 // PWY-6075 // PANTO-PWY // PWY-6163 // ARO-PWY // COMPLETE-ARO-YEAST-PWY // ALL-CHORISMATE-YEAST-PWY // PROSYN-PWY // PWY-922 // ERGOSTEROL-SYN-PWY // PWY-5910 // SO4ASSIM-PWY // PWY-821 // PWY-7268 // PWY-7245 // HOMOSERSYN-PWY // GLUTSYNIII-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58349'>58349</a>,740.386,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a>,NADP
HG+2,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16793'>16793</a>,200.59,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00703'>C00703</a>,HG+2
NAD,PWY3O-4106 // PWY-5653 // NADSYN-PWY // PWY-5670 // PWY-723 // PWY-5667 // PWY4FS-8 // PWY-6536 // PWY-5760 // HOMOSERSYN-PWY // PROSYN-PWY // ARG-PRO-PWY // PWY-6074 // ERGOSTEROL-SYN-PWY // PWY-1801 // LYSDEGII-PWY // TYRSYN // COMPLETE-ARO-YEAST-PWY // PWY-5754 // PHENYLALANINE-DEG1-PWY // PWY-7119 // ANAPHENOXI-PWY // PWY0-1280 // PWY-7798 // PWY-5456 // PWY-5082 // PWY-6392 // PWY-6909 // PWY3O-4107 // PWY3O-6 // PWY-6168 // PWY-7340 // PWY-7339 // PWY-7338 // PWY-7337 // PWY-7291 // YEAST-FAO-PWY // PWY-7288 // PROUT-PWY // PWY-7985 // PWY-1881 // PWY-1801-YEAST // PWY-7268 // PWY-5458 // PWY-5938 // PWY-6689 // PWY-4101 // PWY-5436 // PWY-5905 // PWY66-21 // PWY-5486 // PWY-5079 // PWY-5081 // PWY-5076 // PWY3O-4112 // PWY-5078 // PWY3O-4109 // PWY-5057 // PWY3O-4108 // PWY-3781-1 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PYRUVDEHYD-PWY // PWY-5084 // PWY-2201 // PWY3O-697 // GLYCLEAV-PWY // GLYCINE-SYN2-PWY // PWY-5194 // PWY-7221 // PWY-841 // PWY-7228 // HISTSYN-PWY // LARABITOLUTIL-PWY // LYSINE-AMINOAD-PWY // PERIPLASMA-NAD-DEGRADATION // ANAGLYCOLYSIS-PWY // GLYCOLYSIS-YEAST-PWY // SERSYN-PWY // SER-GLYSYN-PWY // PWY-7411 // PWY-6118-YEAST // PWY3O-6499 // PWY3O-48 // PWY-7686 // PWY-7118 // PWY-5690 // MALATE-ASPARTATE-SHUTTLE-PWY // GLYOXYLATE-BYPASS // GLUCONEO-YEAST-PWY // GLUGLNSYN-PWY // PWY-6963 // GLUTAMATE-DEG1-PWY // LEUSYN-PWY // BRANCHED-CHAIN-AA-SYN-PWY // PWY-5951 // PWY3O-246 // PWY3O-661 // PWY3O-981,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57540'>57540</a>,662.422,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a>,NAD
CO+2,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:48828'>48828</a>,58.93,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00175'>C00175</a>,CO+2
CPD-8876,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:23872'>23872</a>,265.387,,CPD-8876
ZN+2,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29105'>29105</a>,65.38,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00038'>C00038</a>,ZN+2
L-DELTA1-PYRROLINE_5-CARBOXYLATE,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PROSYN-PWY // ARG-PRO-PWY // PROUT-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17388'>17388</a>,112.108,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03912'>C03912</a>,L-DELTA1-PYRROLINE_5-CARBOXYLATE
1-2-DIPALMITOYLPHOSPHATIDYLCHOLINE,PWY3O-450 // PWY-6825 // TRIGLSYN-PWY // PWY-7367 // PWY-3561 // LIPASYN-PWY-1 // PWY-7416,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:72999'>72999</a>,734.048,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D03585'>D03585</a>,1-2-DIPALMITOYLPHOSPHATIDYLCHOLINE
GLYCYLGLYCINE,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:356445'>356445</a>,132.119,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02037'>C02037</a>,GLYCYLGLYCINE
CYS-GLY,PWY-7942 // PWY-7559 // PWY-4041 // PWYQT-4432 // PWY3O-114,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61694'>61694</a>,178.206d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01419'>C01419</a>,CYS-GLY
CPD-19953,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:3493'>3493</a>,645.664,,CPD-19953
CPD-650,PWY3O-6499 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY // YEAST-FAO-PWY // PWY-7288,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57315'>57315</a>,849.593,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03561'>C03561</a>,CPD-650
CPD-22077,,,231.228,,CPD-22077
INDOLEYL-CPD,PWY-5026,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17566'>17566</a>,156.187,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02938'>C02938</a>,INDOLEYL-CPD
HCN,PWY-5350,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18407'>18407</a>,27.026,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01326'>C01326</a>,HCN
CPD-17371,PWY3O-6499 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:84904'>84904</a>,1041.936,,CPD-17371
ADENOSINE5TRIPHOSPHO5ADENOSINE,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58529'>58529</a>,753.388,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06197'>C06197</a>,ADENOSINE5TRIPHOSPHO5ADENOSINE
CPD-17638,PWY3O-6499 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY // PWY-5148 // YEAST-FAO-PWY // PWY-7288,,961.807,,CPD-17638
ADENOSYL-P4,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58141'>58141</a>,832.36,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01260'>C01260</a>,ADENOSYL-P4
CPD-15123,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:45996'>45996</a>,258.23,,CPD-15123
CPD-15121,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:5100'>5100</a>,129.093,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D00323'>D00323</a>,CPD-15121
CPD-15110,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:10110'>10110</a>,267.244,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07210'>C07210</a>,CPD-15110
SUCROSE,PWY-621,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17992'>17992</a>,342.299d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00089'>C00089</a>,SUCROSE
CPD-13399,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:32528'>32528</a>,342.299,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19636'>C19636</a>,CPD-13399
UNDECAPRENYL-DIPHOSPHATE,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58405'>58405</a>,924.251,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04574'>C04574</a>,UNDECAPRENYL-DIPHOSPHATE
CPD-12435,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:39473'>39473</a>,368.251,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02273'>C02273</a>,CPD-12435
CPD-10712,PWY-6129,,1264.842,,CPD-10712
CPD-8291,PWY-5669 // PWY4FS-6 // PWY3O-259 // PWY-6825 // PWY-7409,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:74986'>74986</a>,744.043,,CPD-8291
2K-4CH3-PENTANOATE,LEUSYN-PWY // BRANCHED-CHAIN-AA-SYN-PWY // LIPAS-PWY // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64 // PWY-5076 // PWY3O-4112,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17865'>17865</a>,129.135,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00233'>C00233</a>,2K-4CH3-PENTANOATE
PHENYLHYDRAZINE,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27924'>27924</a>,108.143,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02304'>C02304</a>,PHENYLHYDRAZINE
SEMICARBAZIDE,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28306'>28306</a>,75.07,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02077'>C02077</a>,SEMICARBAZIDE
CPD-206,PWY-5148 // YEAST-FAO-PWY // PWY-7288 // PWY3O-6499 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15538'>15538</a>,1058.022,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02060'>C02060</a>,CPD-206
PYRAZINAMIDE,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:45285'>45285</a>,123.114,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01956'>C01956</a>,PYRAZINAMIDE
PHOSPHORIBULOSYL-FORMIMINO-AICAR-P,HISTSYN-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58525'>58525</a>,573.303,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04916'>C04916</a>,PHOSPHORIBULOSYL-FORMIMINO-AICAR-P
O-SUCCINYL-L-HOMOSERINE,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY-801 // PWY-821 // PWY-6293,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57661'>57661</a>,218.186,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01118'>C01118</a>,O-SUCCINYL-L-HOMOSERINE
PHOSPHORIBOSYL-FORMIMINO-AICAR-P,HISTSYN-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58435'>58435</a>,573.303,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04896'>C04896</a>,PHOSPHORIBOSYL-FORMIMINO-AICAR-P
O-PHOSPHO-L-HOMOSERINE,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // HOMOSER-THRESYN-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57590'>57590</a>,197.084,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01102'>C01102</a>,O-PHOSPHO-L-HOMOSERINE
PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE,PWY-6124 // PWY-841,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58467'>58467</a>,364.208,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04734'>C04734</a>,PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE
L-GLUTAMATE_GAMMA-SEMIALDEHYDE,ARG-PRO-PWY // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PROUT-PWY // PROSYN-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58066'>58066</a>,131.131d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01165'>C01165</a>,L-GLUTAMATE_GAMMA-SEMIALDEHYDE
CPD-3762,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:2030'>2030</a>,126.118,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04051'>C04051</a>,CPD-3762
L-ASPARTATE-SEMIALDEHYDE,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // HOMOSERSYN-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:537519'>537519</a>,117.104d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00441'>C00441</a>,L-ASPARTATE-SEMIALDEHYDE
AICAR,HISTSYN-PWY // PWY-6124 // PWY-841,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58475'>58475</a>,336.197,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04677'>C04677</a>,AICAR
HOMO-SER,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // HOMOSERSYN-PWY // PWY-5344 // HSERMETANA-PWY // PWY-6293 // PWY-821 // HOMOSER-THRESYN-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57476'>57476</a>,119.12d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00263'>C00263</a>,HOMO-SER
HOMO-CYS,METHIONINE-DEG1-PWY // PWY-5344 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY-2201 // HSERMETANA-PWY // PWY-5041 // PWY-801 // PWY-821 // PWY-6293,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58199'>58199</a>,135.181d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00155'>C00155</a>,HOMO-CYS
CYSTINE,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:35491'>35491</a>,240.292,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01420'>C01420</a>,CYSTINE
CPD-9699,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,,141.169,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08287'>C08287</a>,CPD-9699
CPD-19526,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:40547'>40547</a>,129.158,,CPD-19526
SORBITOL,PWY-6348 // PWY-6952-1 // PWY-4101,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17924'>17924</a>,182.173,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00794'>C00794</a>,SORBITOL
3-SULFINOALANINE,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61085'>61085</a>,152.145,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00606'>C00606</a>,3-SULFINOALANINE
MANNITOL,PWY-6348 // PWY-6952-1,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16899'>16899</a>,182.173,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00392'>C00392</a>,MANNITOL
GALACTITOL,PWY-6348 // PWY-6952-1,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16813'>16813</a>,182.173,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01697'>C01697</a>,GALACTITOL
CPD-369,PWY-6348 // PWY-6952-1,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18202'>18202</a>,182.173d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01507'>C01507</a>,CPD-369
CPD-22388,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:83945'>83945</a>,300.14,,CPD-22388
GLYCEROL,PWY3O-48 // PWY-7420 // LIPAS-PWY // PWY-6348 // PWY-6952-1 // PWY-4261-YEAST,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17754'>17754</a>,92.094d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00116'>C00116</a>,GLYCEROL
EPISTEROL,PWY-6075 // ERGOSTEROL-SYN-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:50586'>50586</a>,398.671,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15777'>C15777</a>,EPISTEROL
G3P,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // SERSYN-PWY // SER-GLYSYN-PWY // ANAGLYCOLYSIS-PWY // GLYCOLYSIS-YEAST-PWY // GLUCONEO-YEAST-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58272'>58272</a>,183.034,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00197'>C00197</a>,G3P
GLYCERATE,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16659'>16659</a>,105.07,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00258'>C00258</a>,GLYCERATE
L-PENICILLAMINE,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:50869'>50869</a>,149.207,,L-PENICILLAMINE
23-DIPHOSPHOGLYCERATE,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // ANAGLYCOLYSIS-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58248'>58248</a>,260.998,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01159'>C01159</a>,23-DIPHOSPHOGLYCERATE
DPG,ANAGLYCOLYSIS-PWY // GLYCOLYSIS-YEAST-PWY // GLUCONEO-YEAST-PWY // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57604'>57604</a>,262.006,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00236'>C00236</a>,DPG
CPD-3582,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:320061'>320061</a>,194.184,,CPD-3582
PHOSPHO-ENOL-PYRUVATE,ANAGLYCOLYSIS-PWY // GLYCOLYSIS-YEAST-PWY // GLUCONEO-YEAST-PWY // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY-6164 // PWY-6163 // ARO-PWY // COMPLETE-ARO-YEAST-PWY // ALL-CHORISMATE-YEAST-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58702'>58702</a>,165.019,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00074'>C00074</a>,PHOSPHO-ENOL-PYRUVATE
CPD-700,PWY-6075 // ERGOSTEROL-SYN-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:52972'>52972</a>,396.655,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15780'>C15780</a>,CPD-700
L-CITRULLINE,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY-4984 // ARGSYNBSUB-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57743'>57743</a>,175.187d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00327'>C00327</a>,L-CITRULLINE
PHENYLACETATE,ANAPHENOXI-PWY // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18401'>18401</a>,135.142,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07086'>C07086</a>,PHENYLACETATE
ALPHA-METHYL-5-ALPHA-ERGOSTA,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30109'>30109</a>,410.682,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11508'>C11508</a>,ALPHA-METHYL-5-ALPHA-ERGOSTA
OROTATE,PYRIMID-RNTSYN-PWY // PWY-7790 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30839'>30839</a>,155.09,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00295'>C00295</a>,OROTATE
L-PANTOATE,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PANTO-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15980'>15980</a>,147.15,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00522'>C00522</a>,L-PANTOATE
GLYCOLLATE,PWY0-1280 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29805'>29805</a>,75.044,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00160'>C00160</a>,GLYCOLLATE
GLUCONATE,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // GLUCONSUPER-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18391'>18391</a>,195.149,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00257'>C00257</a>,GLUCONATE
GAP,TRPSYN-PWY // COMPLETE-ARO-YEAST-PWY // PWY-6466 // GLUCONEO-YEAST-PWY // NONOXIPENT-PWY // PENTOSE-P-PWY // ANAGLYCOLYSIS-PWY // GLYCOLYSIS-YEAST-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59776'>59776</a>,168.043,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00118'>C00118</a>,GAP
