"Compound"	"Pathways of compound"	"ChEBI"	"Molecular-Weight"	"Common-Name"	"KEGG"	"Object ID"
L-SELENOCYSTEINE	PWY-4041 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57843'>57843</a>"	168.054	"L-selenocysteine"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05688'>C05688</a>"	"L-SELENOCYSTEINE"
CPD-13559	PWY3O-1743 // PWY-7269 // PWY-7245 // PWY-7269-YEAST	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28729'>28729</a>"	180.157	"&alpha;-D-mannopyranose"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00936'>C00936</a>"	"CPD-13559"
L-ORNITHINE	PWY-4041 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // ARG-PRO-PWY // PWY-46 // PWY-4984 // ARGSYNBSUB-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:46911'>46911</a>"	133.17	"L-ornithine"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00077'>C00077</a>"	"L-ORNITHINE"
L-CYSTATHIONINE	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY-4041 // PWY-801 // PWY-821 // PWY-6293	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58161'>58161</a>"	222.259d0	"L-cystathionine"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02291'>C02291</a>"	"L-CYSTATHIONINE"
CPD-12601	PWY-7918 // PWY3O-1743 // PWY-7269 // PWY-7245 // PWY-7269-YEAST	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28563'>28563</a>"	180.157	"&beta;-D-mannopyranose"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02209'>C02209</a>"	"CPD-12601"
ILE	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64 // PWY-4041 // PWYQT-4432 // PWY3O-114 // TRNA-CHARGING-PWY // ILEUSYN-PWY // BRANCHED-CHAIN-AA-SYN-PWY // PWY-5078 // PWY3O-4109	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58045'>58045</a>"	131.174d0	"L-isoleucine"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00407'>C00407</a>"	"ILE"
HIS	HISTSYN-PWY // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64 // PWY-4041 // PWYQT-4432 // PWY3O-114 // TRNA-CHARGING-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57595'>57595</a>"	155.156d0	"L-histidine"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00135'>C00135</a>"	"HIS"
CPD-15373	PWY-7269 // PWY-7245 // PWY-7269-YEAST	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:37675'>37675</a>"	180.157	"<i>aldehydo</i>-D-mannose"		"CPD-15373"
ARG	ARGSYNBSUB-PWY // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64 // PWY-4041 // PWYQT-4432 // PWY3O-114 // TRNA-CHARGING-PWY // PWY-4984 // ARG-PRO-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:32682'>32682</a>"	175.21	"L-arginine"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00062'>C00062</a>"	"ARG"
CPD-21252	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367		193.133	"&beta;-D-idopyranuronate"		"CPD-21252"
CPD-21253	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367		193.133	"&alpha;-D-idopyranuronate"		"CPD-21253"
ALPHA-GLC-6-P	PWY3O-3827 // PWY0-1182 // PWY-5941 // PWY-7343 // PWY66-422 // PWY3O-1565 // PWY-881 // TRESYN-PWY // OXIDATIVEPENT-PWY // PENTOSE-P-PWY // PWY-7268 // PWY-7245 // ANAGLYCOLYSIS-PWY // UDPNACETYLGALSYN-PWY // PWY-6981 // PWY-5659 // PWY-621 // GLYCOLYSIS-YEAST-PWY // GLUCONEO-YEAST-PWY // PWY-2301	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58225'>58225</a>"	258.121	"&alpha;-D-glucose 6-phosphate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00668'>C00668</a>"	"ALPHA-GLC-6-P"
GLC-6-P	PWY3O-3827 // PWY0-1182 // PWY-5941 // PWY-7343 // PWY66-422 // PWY3O-1565 // PWY-881 // TRESYN-PWY // OXIDATIVEPENT-PWY // PENTOSE-P-PWY // PWY-7268 // PWY-7245 // ANAGLYCOLYSIS-PWY // UDPNACETYLGALSYN-PWY // PWY-6981 // PWY-5659 // PWY-621 // GLYCOLYSIS-YEAST-PWY // GLUCONEO-YEAST-PWY // PWY-2301	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58247'>58247</a>"	258.121	"&beta;-D-glucose 6-phosphate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01172'>C01172</a>"	"GLC-6-P"
R-2-HYDROXYGLUTARATE	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15801'>15801</a>"	146.099	"(<i>R</i>)-2-hydroxyglutarate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01087'>C01087</a>"	"R-2-HYDROXYGLUTARATE"
2-PG	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // ANAGLYCOLYSIS-PWY // GLYCOLYSIS-YEAST-PWY // GLUCONEO-YEAST-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58289'>58289</a>"	183.034	"2-phospho-D-glycerate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00631'>C00631</a>"	"2-PG"
CPD-15712	""		258.121	"&beta;-D-galactose 6-phosphate"		"CPD-15712"
NA+	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29101'>29101</a>"	22.99	"Na<SUP>+</SUP>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01330'>C01330</a>"	"NA+"
CPD-1241	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:47944'>47944</a>"	258.121	"&alpha;-D-galactose 6-phosphate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01113'>C01113</a>"	"CPD-1241"
LI+	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:49713'>49713</a>"	6.941	"Li<sup>+</sup>"		"LI+"
CPD-9038	PWY-5194	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58893'>58893</a>"	842.768	"precorrin-1"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15527'>C15527</a>"	"CPD-9038"
K+	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29103'>29103</a>"	39.098	"K<SUP>+</SUP>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00238'>C00238</a>"	"K+"
ALPHA-D-GALACTOSE	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY66-422	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28061'>28061</a>"	180.157d0	"&alpha;-D-galactopyranose"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00984'>C00984</a>"	"ALPHA-D-GALACTOSE"
DIHYDROSIROHYDROCHLORIN	PWY-5194	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58827'>58827</a>"	857.803	"precorrin-2"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02463'>C02463</a>"	"DIHYDROSIROHYDROCHLORIN"
CU+	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:49552'>49552</a>"	64.554	"Cu<SUP>+</SUP>"		"CU+"
GALACTOSE	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY66-422	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28034'>28034</a>" // "<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27667'>27667</a>"	180.157d0	"&beta;-D-galactopyranose"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00962'>C00962</a>"	"GALACTOSE"
ACETYLSERINE	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58340'>58340</a>"	147.13d0	"<i>O</i>-acetyl-L-serine"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00979'>C00979</a>"	"ACETYLSERINE"
AMMONIUM	PWY-7233 // PWY-5026 // PWY-6899 // PLPSAL-PWY // PWY-5189 // PWY-5920 // PWY3O-50 // PWY3O-4107 // PWY3O-743 // GLUTSYNIII-PWY // GLUGLNSYN-PWY // GLUTAMINDEG-PWY // GLUTAMATE-DEG1-PWY // PWY-7210 // PWY-7193 // PWY-6556 // PWY-7194 // PWY-7195 // PWY0-163 // ASPARAGINE-DEG1-PWY // PWY0-1296 // PWY-6610 // PWY3O-2220 // PWY3O-1 // ILEUSYN-PWY // BRANCHED-CHAIN-AA-SYN-PWY // PWY-4061 // PWY0-1535 // SERDEG-PWY // LCYSDEG-PWY // PWY-801 // PWY-821 // PWY-6293 // GLYCLEAV-PWY // GLYCINE-SYN2-PWY // PWY-2201 // PWY3O-697 // PWY-5703 // ALLANTOINDEG-PWY // PWY-7942 // PWY-6842-1 // PWY-7230 // PWY-7235 // PWY-6168 // PWY-723 // PWY-5921 // HISTSYN-PWY // PWY-7798 // ASPARAGINE-BIOSYNTHESIS // PWY-7546 // GLNSYN-PWY // PWY-6963 // PWY-7221 // PWY-841 // PWY-7228 // PWY-6466 // PWY-4984 // PWY-7790 // ARGSYNBSUB-PWY // PWY-7185 // PYRIMID-RNTSYN-PWY // PWY-7177 // PWY-7176 // PWY-7196 // PWY-7208	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28938'>28938</a>"	18.038	"ammonium"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a>"	"AMMONIUM"
CPD0-2486	PWY-7269 // PWY-7245 // PWY-7269-YEAST		180.157	"&alpha;-D-galactofuranose"		"CPD0-2486"
B-ALANINE	PWY-5760 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PANTO-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57966'>57966</a>"	89.094d0	"&beta;-alanine"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00099'>C00099</a>"	"B-ALANINE"
ENTEROBACTIN	PWY-6348 // PWY-6952-1	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28855'>28855</a>"	669.554	"enterobactin"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05821'>C05821</a>"	"ENTEROBACTIN"
CPD-653	PWY-6938	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:64074'>64074</a>"	681.445	"(<i>S</i>)-NADHX"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04856'>C04856</a>"	"CPD-653"
CPD0-2472	PWY-6938	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:64075'>64075</a>"	681.445	"(<i>R</i>)-NADHX"		"CPD0-2472"
CPD0-1812	TRIGLSYN-PWY // LIPAS-PWY // PWY-7420	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:73990'>73990</a>"	356.545	"2-oleoylglycerol"		"CPD0-1812"
CPD-12600	TRIGLSYN-PWY // LIPAS-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:52392'>52392</a>"	378.551	"2-arachidonoylglycerol"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C13856'>C13856</a>"	"CPD-12600"
SUC	GLYOXYLATE-BYPASS // PWY-801 // PWY-821 // PWY-6293 // PWY-6536 // PYRIMID-RNTSYN-PWY // PWY-7790 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY-3781-1 // PWY-5690	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30031'>30031</a>"	116.073	"succinate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00042'>C00042</a>"	"SUC"
OXALACETIC_ACID	MALATE-ASPARTATE-SHUTTLE-PWY // ASPBIO-PWY // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY-7686 // PWY-7118 // GLUCONEO-YEAST-PWY // PWY-5690 // GLYOXYLATE-BYPASS	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16452'>16452</a>"	130.057	"oxaloacetate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00036'>C00036</a>"	"OXALACETIC_ACID"
FRU1P	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:138881'>138881</a>"	258.121	"&beta;-D-fructofuranose 1-phosphate"		"FRU1P"
FUM	PWY-4984 // ARGSYNBSUB-PWY // PWY-7219 // PWY-7229 // PWY-6124 // PWY-841 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PYRIMID-RNTSYN-PWY // PWY-7790 // PWY-5690 // PWY-3781-1	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29806'>29806</a>"	114.057	"fumarate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00122'>C00122</a>"	"FUM"
ENOL-OXALOACETATE	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17479'>17479</a>"	130.057	"enol-oxaloacetate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03981'>C03981</a>"	"ENOL-OXALOACETATE"
Pi	PWY-881 // TRESYN-PWY // PWY3O-48 // HISTSYN-PWY // PWY-5690 // PWY-2301 // PWY66-423 // PWY-5041 // METHIONINE-DEG1-PWY // SAM-PWY // PWY-922 // ERGOSTEROL-SYN-PWY // PWY-5910 // HOMOSER-THRESYN-PWY // PWY-6163 // PWY4FS-8 // PWY-5269 // PWY-6147 // PERIPLASMA-NAD-DEGRADATION // TRIGLSYN-PWY // PWY3O-123 // PWY-6908 // PWY-7356 // PWY-5703 // ALLANTOINDEG-PWY // PWY-6124 // ASPBIO-PWY // GLUTATHIONESYN-PWY // PWY3O-114 // PWY-6614 // PWY-6612 // FOLSYN-PWY // PWY-7119 // PWY0-1507 // PWY-6121 // PWY-7219 // PWY-841 // PWY-7229 // PWY-6348 // PWY66-429 // PWY-5966-1 // PWY-6352 // PWY3O-242 // PWY-6168 // SERSYN-PWY // SER-GLYSYN-PWY // PWY-6364 // PWY-6689 // PWY-4041 // PWY3O-402 // PWY-7184 // PWY-7250 // PWY3O-4107 // PWY-7177 // PWY-7176 // PWY-7196 // PWY-7208 // PWY-6466 // GLNSYN-PWY // PWY-6963 // PWY-7375 // PWY-7369 // PWY-4984 // PYRIMID-RNTSYN-PWY // PWY-7790 // PWY-7210 // PWY-2201 // PWY-1722 // PWY-2161 // PWY3O-697 // PWY-7891 // PWY-7942 // PWY0-1264 // PWY-6164 // ARO-PWY // COMPLETE-ARO-YEAST-PWY // ALL-CHORISMATE-YEAST-PWY // PWY-5921 // PWY-6938 // PWY-7185 // PWY0-1597 // PWY-4061 // PWY-6842-1 // PWY-4621-1 // PWY0-163 // PWY-6620 // SALVPURINE2-PWY // PWY-5941 // ARGSYNBSUB-PWY // PWY-6756 // PWY3O-64 // PWY0-1296 // PWY3O-2220 // PWY3O-1 // PROSYN-PWY // ANAGLYCOLYSIS-PWY // GLYCOLYSIS-YEAST-PWY // GLUCONEO-YEAST-PWY // HOMOSERSYN-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:43474'>43474</a>"	95.979	"phosphate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00009'>C00009</a>"	"Pi"
Peptidyl-Carrier-Protein-Group	""			"[peptidyl-carrier protein] group"		"Peptidyl-Carrier-Protein-Group"
Aryl-Carrier-Protein-Group	""			"[aryl-carrier protein] group"		"Aryl-Carrier-Protein-Group"
SUPER-OXIDE	PWY-7798 // DETOX1-PWY // DETOX1-PWY-1	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18421'>18421</a>"	31.999d0	"superoxide"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00704'>C00704</a>"	"SUPER-OXIDE"
SULFATE	PWY-5340 // SO4ASSIM-PWY // PWY-821	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16189'>16189</a>"	96.058d0	"sulfate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00059'>C00059</a>"	"SULFATE"
TYPE-I-FAS-ACP-GROUP	""			"an acp domain within a type I fatty acid synthase"		"TYPE-I-FAS-ACP-GROUP"
SO3	PWY-5350 // PWY-5277 // SO4ASSIM-PWY // PWY-821	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17359'>17359</a>"	80.058d0	"sulfite"		"SO3"
SELENITE	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18212'>18212</a>"	126.958	"selenite"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05684'>C05684</a>"	"SELENITE"
NRPS-Group	""			"[non-ribosomal peptide synthase] group"		"NRPS-Group"
CPD-13612	PWY-6348 // PWY-6952-1 // SPHINGOLIPID-SYN-PWY // PWY-7119	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57817'>57817</a>"	302.519	"sphinganine (C18)"		"CPD-13612"
S2O3	PWY-5277 // PWY-5350	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:33539'>33539</a>"	113.126	"thiosulfate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00320'>C00320</a>"	"S2O3"
OH	DETOX1-PWY-1 // PWY-4621-1	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16234'>16234</a>"	17.007	"OH<SUP>-</SUP>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01328'>C01328</a>"	"OH"
PKS-ACP-GROUP	""			"[polyketide synthase acyl-carrier protein]-group"		"PKS-ACP-GROUP"
XYLULOSE-5-PHOSPHATE	LARABITOLUTIL-PWY // NONOXIPENT-PWY // PENTOSE-P-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57737'>57737</a>"	228.095	"D-xylulose 5-phosphate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00231'>C00231</a>"	"XYLULOSE-5-PHOSPHATE"
NITRITE	PWY-723	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16301'>16301</a>"	46.005	"nitrite"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00088'>C00088</a>"	"NITRITE"
NITRATE	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17632'>17632</a>"	62.005	"nitrate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00244'>C00244</a>"	"NITRATE"
ACP-GROUP	""			"[acyl-carrier protein]-group"		"ACP-GROUP"
CPD-13611	PWY-6348 // PWY-6952-1 // SPHINGOLIPID-SYN-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:64887'>64887</a>"	330.573	"sphinganine (C20)"		"CPD-13611"
HSO3	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17137'>17137</a>"	81.066	"hydrogensulfite"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11481'>C11481</a>"	"HSO3"
HCO3	PWY0-1587 // PWY0-1264 // PWY-4984 // PYRIMID-RNTSYN-PWY // PWY-7790 // ARGSYNBSUB-PWY // PWY66-429 // PWY-5966-1 // ASPBIO-PWY // GLUCONEO-YEAST-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17544'>17544</a>"	61.017d0	"hydrogencarbonate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00288'>C00288</a>"	"HCO3"
CPD-13613	PWY-6348 // PWY-6952-1		302.519	"L-<i>threo</i>-sphinganine (C18)"		"CPD-13613"
CPD-7046	PWY0-501	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15138'>15138</a>"	32.06	"sulfide(2-)"		"CPD-7046"
CPD-4584	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:46442'>46442</a>"	114.938	"vanadate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11627'>C11627</a>"	"CPD-4584"
BORATE	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:33118'>33118</a>"	61.834	"borate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12486'>C12486</a>"	"BORATE"
ARSENATE	PWY-4621-1	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:48597'>48597</a>"	139.927	"arsenate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01478'>C01478</a>"	"ARSENATE"
CPD-12044	PWY3O-6 // PWY-7269 // PWY-7245 // PWY-7269-YEAST		150.131	"&alpha;-D-arabinofuranose"		"CPD-12044"
ANTIMONITE	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30297'>30297</a>"	169.758	"antimonite"		"ANTIMONITE"
XYLOSE	PWY-5516 // PWY-7269 // PWY-7245 // PWY-7269-YEAST	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28518'>28518</a>"	150.131	"&alpha;-D-xylopyranose"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01394'>C01394</a>"	"XYLOSE"
PPI	PWY-7118 // PWY0-1313 // PWY66-21 // PWY-5667 // PWY4FS-8 // UDPNACETYLGALSYN-PWY // PWY-6981 // UDPNAGSYN-YEAST-PWY // PWY-5659 // PWY-3561 // PWY3O-450 // PWY3O-4106 // PWY-5340 // SO4ASSIM-PWY // PWY-821 // PWY-5122 // PWY-5041 // METHIONINE-DEG1-PWY // SAM-PWY // PWY-6614 // PWY-6908 // PWY-7356 // PWY-7357 // PWY-7353 // PWY-5120 // PWY-5123 // PWY-5910 // PWY4FS-6 // PWY3O-259 // HEXPPSYN-PWY // PANTO-PWY // PWY-6147 // PWY-6612 // FOLSYN-PWY // PWY-6168 // PWY-7184 // PWY-4984 // ARGSYNBSUB-PWY // YEAST-FAO-PWY // PWY-7288 // PWY3O-19 // ALL-CHORISMATE-YEAST-PWY // PWY-5143 // PWY-7230 // PWY-7235 // PWY3O-4107 // PWY-7221 // PWY-7228 // PWY-7343 // PWY3O-1565 // PWY-7546 // ASPARAGINE-BIOSYNTHESIS // PWY-7375 // PWY-6129 // PWY-7511-1 // LYSINE-AMINOAD-PWY // PWY-7233 // PWY-6859 // PWY-5670 // ERGOSTEROL-SYN-PWY // PWY-6689 // PWY-7856 // PWY-7891 // PWY-7985 // PWY0-1264 // PWY0-1587 // PWY0-522 // PWY-7119 // TRNA-CHARGING-PWY // PWY-5921 // PWY-6502 // PWY-7888 // PWY-7851 // PWY-7899 // PWY-6620 // PWY-7282 // PWY-6121 // PWY-841 // TRPSYN-PWY // COMPLETE-ARO-YEAST-PWY // PWY3O-743 // SALVPURINE2-PWY // PYRIMID-RNTSYN-PWY // PWY-7790 // PWY-7183 // PWY-7194 // PWY-7208 // PWY-7196 // PWY0-163 // PWY-5653 // NADSYN-PWY // HISTSYN-PWY // PWY-6610 // PWY3O-2220 // PWY3O-1	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29888'>29888</a>"	174.951	"diphosphate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a>"	"PPI"
BETA-D-XYLOSE	PWY-5516 // PWY-7269 // PWY-7245 // PWY-7269-YEAST	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28161'>28161</a>"	150.131	"&beta;-D-xylopyranose"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02096'>C02096</a>"	"BETA-D-XYLOSE"
P3I	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18036'>18036</a>"	252.915	"triphosphate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00536'>C00536</a>"	"P3I"
CPD-15377	PWY-7269 // PWY-7245 // PWY-7269-YEAST	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15936'>15936</a>"	150.131	"<i>aldehydo</i>-D-xylose"		"CPD-15377"
X-DGRO-DGAL-NON-2:6_1:A_2:KETO_3:D	""			"x-dgro-dgal-NON-2:6|1:a|2:keto|3:d"		"X-DGRO-DGAL-NON-2:6_1:A_2:KETO_3:D"
B-DGRO-DGAL-NON-2:6_1:A_2:KETO_3:D	""			"b-dgro-dgal-NON-2:6|1:a|2:keto|3:d"		"B-DGRO-DGAL-NON-2:6_1:A_2:KETO_3:D"
CPD-10330	PWY-6556 // PWY-7196 // PWY-7195 // PWY0-163 // PWY3O-96 // PWY-7910 // PWY-7269 // PWY-7245 // PWY-7269-YEAST	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:45506'>45506</a>"	150.131	"&alpha;-D-ribofuranose"		"CPD-10330"
A-DGRO-DGAL-NON-2:6_1:A_2:KETO_3:D	""			"a-dgro-dgal-NON-2:6|1:a|2:keto|3:d"		"A-DGRO-DGAL-NON-2:6_1:A_2:KETO_3:D"
CPD0-1108	PWY-6556 // PWY-7196 // PWY-7195 // PWY0-163 // PWY3O-96 // PWY-7910 // PWY-7269 // PWY-7245 // PWY-7269-YEAST	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:47002'>47002</a>"	150.131	"&beta;-D-ribofuranose"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16639'>C16639</a>"	"CPD0-1108"
X-HEP-1:5	""			"x-HEP-1:5"		"X-HEP-1:5"
CPD-15818	PWY-7910 // PWY-7269 // PWY-7245 // PWY-7269-YEAST	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:47014'>47014</a>"	150.131	"<i>aldehydo</i>-D-ribose"		"CPD-15818"
A-HEP-1:5	""			"a-HEP-1:5"		"A-HEP-1:5"
CPD-22379	""		172.267	"ethyl octanoate"		"CPD-22379"
X-PEN-1:4	""			"x-PEN-1:4"		"X-PEN-1:4"
CPD-22380	""		200.32	"ethyl decanoate"		"CPD-22380"
B-PEN-1:5	""			"b-PEN-1:5"		"B-PEN-1:5"
